Driver,Circuit,Compound,TyreLife,LapNumber,Rainfall,FuelWeight,LapTime
RUS,Abu Dhabi Grand Prix,HARD,41.0,55.0,0,16.5,88.824
RUS,Abu Dhabi Grand Prix,HARD,42.0,56.0,0,14.799999999999997,88.835
RUS,Abu Dhabi Grand Prix,HARD,43.0,57.0,0,13.100000000000009,88.599
RUS,Abu Dhabi Grand Prix,HARD,44.0,58.0,0,11.400000000000006,88.853
ALO,Abu Dhabi Grand Prix,MEDIUM,3.0,2.0,0,106.6,90.396
ALO,Abu Dhabi Grand Prix,MEDIUM,4.0,3.0,0,104.9,90.059
ALO,Abu Dhabi Grand Prix,MEDIUM,5.0,4.0,0,103.2,90.896
ALO,Abu Dhabi Grand Prix,MEDIUM,6.0,5.0,0,101.5,90.196
ALO,Abu Dhabi Grand Prix,MEDIUM,7.0,6.0,0,99.8,90.412
ALO,Abu Dhabi Grand Prix,MEDIUM,8.0,7.0,0,98.1,90.319
ALO,Abu Dhabi Grand Prix,MEDIUM,9.0,8.0,0,96.4,90.099
ALO,Abu Dhabi Grand Prix,MEDIUM,10.0,9.0,0,94.7,90.011
ALO,Abu Dhabi Grand Prix,MEDIUM,11.0,10.0,0,93.0,90.025
ALO,Abu Dhabi Grand Prix,MEDIUM,12.0,11.0,0,91.3,89.8
ALO,Abu Dhabi Grand Prix,MEDIUM,13.0,12.0,0,89.6,89.969
ALO,Abu Dhabi Grand Prix,MEDIUM,14.0,13.0,0,87.9,89.968
ALO,Abu Dhabi Grand Prix,MEDIUM,15.0,14.0,0,86.2,90.267
ALO,Abu Dhabi Grand Prix,MEDIUM,16.0,15.0,0,84.5,89.836
ALO,Abu Dhabi Grand Prix,MEDIUM,17.0,16.0,0,82.8,91.928
ALO,Abu Dhabi Grand Prix,HARD,3.0,18.0,0,79.4,89.993
ALO,Abu Dhabi Grand Prix,HARD,4.0,19.0,0,77.7,90.112
ALO,Abu Dhabi Grand Prix,HARD,5.0,20.0,0,76.0,90.107
ALO,Abu Dhabi Grand Prix,HARD,6.0,21.0,0,74.30000000000001,90.031
ALO,Abu Dhabi Grand Prix,HARD,7.0,22.0,0,72.6,90.321
ALO,Abu Dhabi Grand Prix,HARD,8.0,23.0,0,70.9,89.42
ALO,Abu Dhabi Grand Prix,HARD,9.0,24.0,0,69.2,90.803
ALO,Abu Dhabi Grand Prix,HARD,10.0,25.0,0,67.5,90.26
ALO,Abu Dhabi Grand Prix,HARD,11.0,26.0,0,65.80000000000001,89.824
ALO,Abu Dhabi Grand Prix,HARD,12.0,27.0,0,64.1,89.75
ALO,Abu Dhabi Grand Prix,HARD,13.0,28.0,0,62.4,90.533
ALO,Abu Dhabi Grand Prix,HARD,14.0,29.0,0,60.7,90.397
ALO,Abu Dhabi Grand Prix,HARD,15.0,30.0,0,59.0,90.41
ALO,Abu Dhabi Grand Prix,HARD,16.0,31.0,0,57.300000000000004,89.708
ALO,Abu Dhabi Grand Prix,HARD,17.0,32.0,0,55.6,90.048
ALO,Abu Dhabi Grand Prix,HARD,18.0,33.0,0,53.9,89.982
ALO,Abu Dhabi Grand Prix,HARD,19.0,34.0,0,52.2,89.751
ALO,Abu Dhabi Grand Prix,HARD,20.0,35.0,0,50.5,89.764
ALO,Abu Dhabi Grand Prix,HARD,21.0,36.0,0,48.800000000000004,89.819
ALO,Abu Dhabi Grand Prix,HARD,22.0,37.0,0,47.1,90.3
ALO,Abu Dhabi Grand Prix,HARD,23.0,38.0,0,45.400000000000006,90.512
ALO,Abu Dhabi Grand Prix,HARD,24.0,39.0,0,43.7,90.101
ALO,Abu Dhabi Grand Prix,HARD,25.0,40.0,0,42.0,89.984
ALO,Abu Dhabi Grand Prix,HARD,26.0,41.0,0,40.3,89.527
ALO,Abu Dhabi Grand Prix,HARD,27.0,42.0,0,38.60000000000001,88.948
ALO,Abu Dhabi Grand Prix,HARD,28.0,43.0,0,36.900000000000006,89.638
ALO,Abu Dhabi Grand Prix,HARD,29.0,44.0,0,35.2,89.13
ALO,Abu Dhabi Grand Prix,HARD,30.0,45.0,0,33.5,89.355
ALO,Abu Dhabi Grand Prix,HARD,31.0,46.0,0,31.799999999999997,89.235
ALO,Abu Dhabi Grand Prix,HARD,32.0,47.0,0,30.10000000000001,89.12
ALO,Abu Dhabi Grand Prix,HARD,33.0,48.0,0,28.400000000000006,89.446
ALO,Abu Dhabi Grand Prix,HARD,34.0,49.0,0,26.700000000000003,89.32
ALO,Abu Dhabi Grand Prix,HARD,35.0,50.0,0,25.0,89.006
ALO,Abu Dhabi Grand Prix,HARD,36.0,51.0,0,23.299999999999997,88.514
ALO,Abu Dhabi Grand Prix,HARD,37.0,52.0,0,21.60000000000001,89.085
ALO,Abu Dhabi Grand Prix,HARD,38.0,53.0,0,19.900000000000006,88.557
ALO,Abu Dhabi Grand Prix,HARD,39.0,54.0,0,18.200000000000003,88.279
ALO,Abu Dhabi Grand Prix,HARD,40.0,55.0,0,16.5,88.393
ALO,Abu Dhabi Grand Prix,HARD,41.0,56.0,0,14.799999999999997,88.777
ALO,Abu Dhabi Grand Prix,HARD,42.0,57.0,0,13.100000000000009,89.116
ALO,Abu Dhabi Grand Prix,HARD,43.0,58.0,0,11.400000000000006,89.246
OCO,Abu Dhabi Grand Prix,MEDIUM,2.0,2.0,0,106.6,90.504
OCO,Abu Dhabi Grand Prix,MEDIUM,3.0,3.0,0,104.9,90.306
OCO,Abu Dhabi Grand Prix,MEDIUM,4.0,4.0,0,103.2,90.5
OCO,Abu Dhabi Grand Prix,MEDIUM,5.0,5.0,0,101.5,90.163
OCO,Abu Dhabi Grand Prix,MEDIUM,6.0,6.0,0,99.8,90.487
OCO,Abu Dhabi Grand Prix,MEDIUM,7.0,7.0,0,98.1,90.395
OCO,Abu Dhabi Grand Prix,MEDIUM,8.0,8.0,0,96.4,90.429
OCO,Abu Dhabi Grand Prix,MEDIUM,9.0,9.0,0,94.7,90.145
OCO,Abu Dhabi Grand Prix,MEDIUM,10.0,10.0,0,93.0,90.332
OCO,Abu Dhabi Grand Prix,MEDIUM,11.0,11.0,0,91.3,90.858
OCO,Abu Dhabi Grand Prix,MEDIUM,12.0,12.0,0,89.6,90.786
OCO,Abu Dhabi Grand Prix,MEDIUM,13.0,13.0,0,87.9,91.076
OCO,Abu Dhabi Grand Prix,MEDIUM,14.0,14.0,0,86.2,91.022
OCO,Abu Dhabi Grand Prix,MEDIUM,15.0,15.0,0,84.5,90.246
OCO,Abu Dhabi Grand Prix,MEDIUM,16.0,16.0,0,82.8,90.827
OCO,Abu Dhabi Grand Prix,MEDIUM,17.0,17.0,0,81.1,90.95
OCO,Abu Dhabi Grand Prix,MEDIUM,18.0,18.0,0,79.4,91.014
OCO,Abu Dhabi Grand Prix,HARD,2.0,21.0,0,74.30000000000001,88.755
OCO,Abu Dhabi Grand Prix,HARD,3.0,22.0,0,72.6,88.74
OCO,Abu Dhabi Grand Prix,HARD,4.0,23.0,0,70.9,88.882
OCO,Abu Dhabi Grand Prix,HARD,5.0,24.0,0,69.2,89.021
OCO,Abu Dhabi Grand Prix,HARD,6.0,25.0,0,67.5,89.118
OCO,Abu Dhabi Grand Prix,HARD,7.0,26.0,0,65.80000000000001,89.467
OCO,Abu Dhabi Grand Prix,HARD,8.0,27.0,0,64.1,89.688
OCO,Abu Dhabi Grand Prix,HARD,9.0,28.0,0,62.4,90.468
OCO,Abu Dhabi Grand Prix,HARD,10.0,29.0,0,60.7,90.77
OCO,Abu Dhabi Grand Prix,HARD,11.0,30.0,0,59.0,90.281
OCO,Abu Dhabi Grand Prix,HARD,12.0,31.0,0,57.300000000000004,90.599
OCO,Abu Dhabi Grand Prix,HARD,13.0,32.0,0,55.6,89.135
OCO,Abu Dhabi Grand Prix,HARD,14.0,33.0,0,53.9,89.818
OCO,Abu Dhabi Grand Prix,HARD,15.0,34.0,0,52.2,89.348
OCO,Abu Dhabi Grand Prix,HARD,16.0,35.0,0,50.5,89.476
OCO,Abu Dhabi Grand Prix,HARD,17.0,36.0,0,48.800000000000004,89.532
OCO,Abu Dhabi Grand Prix,HARD,18.0,37.0,0,47.1,90.25
OCO,Abu Dhabi Grand Prix,HARD,19.0,38.0,0,45.400000000000006,89.73
OCO,Abu Dhabi Grand Prix,HARD,20.0,39.0,0,43.7,90.117
OCO,Abu Dhabi Grand Prix,HARD,21.0,40.0,0,42.0,90.109
OCO,Abu Dhabi Grand Prix,HARD,22.0,41.0,0,40.3,89.435
OCO,Abu Dhabi Grand Prix,HARD,23.0,42.0,0,38.60000000000001,89.244
OCO,Abu Dhabi Grand Prix,HARD,24.0,43.0,0,36.900000000000006,89.522
OCO,Abu Dhabi Grand Prix,HARD,25.0,44.0,0,35.2,89.244
OCO,Abu Dhabi Grand Prix,HARD,26.0,45.0,0,33.5,89.16
OCO,Abu Dhabi Grand Prix,HARD,27.0,46.0,0,31.799999999999997,89.19
OCO,Abu Dhabi Grand Prix,HARD,28.0,47.0,0,30.10000000000001,89.158
OCO,Abu Dhabi Grand Prix,HARD,29.0,48.0,0,28.400000000000006,89.661
OCO,Abu Dhabi Grand Prix,HARD,30.0,49.0,0,26.700000000000003,89.334
OCO,Abu Dhabi Grand Prix,HARD,31.0,50.0,0,25.0,88.935
OCO,Abu Dhabi Grand Prix,HARD,32.0,51.0,0,23.299999999999997,88.995
OCO,Abu Dhabi Grand Prix,HARD,33.0,52.0,0,21.60000000000001,89.405
OCO,Abu Dhabi Grand Prix,HARD,34.0,53.0,0,19.900000000000006,89.232
OCO,Abu Dhabi Grand Prix,HARD,35.0,54.0,0,18.200000000000003,88.662
OCO,Abu Dhabi Grand Prix,HARD,36.0,55.0,0,16.5,88.719
OCO,Abu Dhabi Grand Prix,HARD,37.0,56.0,0,14.799999999999997,88.655
OCO,Abu Dhabi Grand Prix,HARD,38.0,57.0,0,13.100000000000009,88.75
OCO,Abu Dhabi Grand Prix,HARD,39.0,58.0,0,11.400000000000006,88.769
HAM,Abu Dhabi Grand Prix,SOFT,2.0,2.0,0,106.6,90.853
HAM,Abu Dhabi Grand Prix,SOFT,3.0,3.0,0,104.9,90.113
HAM,Abu Dhabi Grand Prix,SOFT,4.0,4.0,0,103.2,90.883
HAM,Abu Dhabi Grand Prix,SOFT,5.0,5.0,0,101.5,90.229
HAM,Abu Dhabi Grand Prix,SOFT,6.0,6.0,0,99.8,90.254
HAM,Abu Dhabi Grand Prix,SOFT,7.0,7.0,0,98.1,90.539
HAM,Abu Dhabi Grand Prix,SOFT,8.0,8.0,0,96.4,92.249
HAM,Abu Dhabi Grand Prix,HARD,2.0,10.0,0,93.0,88.517
HAM,Abu Dhabi Grand Prix,HARD,3.0,11.0,0,91.3,89.022
HAM,Abu Dhabi Grand Prix,HARD,4.0,12.0,0,89.6,89.598
HAM,Abu Dhabi Grand Prix,HARD,5.0,13.0,0,87.9,89.473
HAM,Abu Dhabi Grand Prix,HARD,6.0,14.0,0,86.2,89.276
HAM,Abu Dhabi Grand Prix,HARD,7.0,15.0,0,84.5,89.574
HAM,Abu Dhabi Grand Prix,HARD,8.0,16.0,0,82.8,89.461
HAM,Abu Dhabi Grand Prix,HARD,9.0,17.0,0,81.1,89.299
HAM,Abu Dhabi Grand Prix,HARD,10.0,18.0,0,79.4,89.7
HAM,Abu Dhabi Grand Prix,HARD,11.0,19.0,0,77.7,89.841
HAM,Abu Dhabi Grand Prix,HARD,12.0,20.0,0,76.0,90.736
HAM,Abu Dhabi Grand Prix,HARD,13.0,21.0,0,74.30000000000001,91.793
HAM,Abu Dhabi Grand Prix,HARD,14.0,22.0,0,72.6,90.535
HAM,Abu Dhabi Grand Prix,HARD,15.0,23.0,0,70.9,90.076
HAM,Abu Dhabi Grand Prix,HARD,16.0,24.0,0,69.2,89.866
HAM,Abu Dhabi Grand Prix,HARD,17.0,25.0,0,67.5,89.81
HAM,Abu Dhabi Grand Prix,HARD,18.0,26.0,0,65.80000000000001,89.644
HAM,Abu Dhabi Grand Prix,HARD,19.0,27.0,0,64.1,90.144
HAM,Abu Dhabi Grand Prix,HARD,20.0,28.0,0,62.4,89.918
HAM,Abu Dhabi Grand Prix,HARD,21.0,29.0,0,60.7,89.785
HAM,Abu Dhabi Grand Prix,HARD,22.0,30.0,0,59.0,89.88
HAM,Abu Dhabi Grand Prix,HARD,23.0,31.0,0,57.300000000000004,91.397
HAM,Abu Dhabi Grand Prix,MEDIUM,2.0,33.0,0,53.9,89.051
HAM,Abu Dhabi Grand Prix,MEDIUM,3.0,34.0,0,52.2,88.794
HAM,Abu Dhabi Grand Prix,MEDIUM,4.0,35.0,0,50.5,88.514
HAM,Abu Dhabi Grand Prix,MEDIUM,5.0,36.0,0,48.800000000000004,88.094
HAM,Abu Dhabi Grand Prix,MEDIUM,6.0,37.0,0,47.1,88.549
HAM,Abu Dhabi Grand Prix,MEDIUM,7.0,38.0,0,45.400000000000006,88.141
HAM,Abu Dhabi Grand Prix,MEDIUM,8.0,39.0,0,43.7,88.528
HAM,Abu Dhabi Grand Prix,MEDIUM,9.0,40.0,0,42.0,89.048
HAM,Abu Dhabi Grand Prix,MEDIUM,10.0,41.0,0,40.3,88.693
HAM,Abu Dhabi Grand Prix,MEDIUM,11.0,42.0,0,38.60000000000001,88.873
HAM,Abu Dhabi Grand Prix,MEDIUM,12.0,43.0,0,36.900000000000006,88.464
HAM,Abu Dhabi Grand Prix,MEDIUM,13.0,44.0,0,35.2,88.949
HAM,Abu Dhabi Grand Prix,MEDIUM,14.0,45.0,0,33.5,88.758
HAM,Abu Dhabi Grand Prix,MEDIUM,15.0,46.0,0,31.799999999999997,89.24
HAM,Abu Dhabi Grand Prix,MEDIUM,16.0,47.0,0,30.10000000000001,88.997
HAM,Abu Dhabi Grand Prix,MEDIUM,17.0,48.0,0,28.400000000000006,88.979
HAM,Abu Dhabi Grand Prix,MEDIUM,18.0,49.0,0,26.700000000000003,89.186
HAM,Abu Dhabi Grand Prix,MEDIUM,19.0,50.0,0,25.0,88.978
HAM,Abu Dhabi Grand Prix,MEDIUM,20.0,51.0,0,23.299999999999997,88.937
HAM,Abu Dhabi Grand Prix,MEDIUM,21.0,52.0,0,21.60000000000001,89.625
HAM,Abu Dhabi Grand Prix,MEDIUM,22.0,53.0,0,19.900000000000006,89.044
HAM,Abu Dhabi Grand Prix,MEDIUM,23.0,54.0,0,18.200000000000003,88.731
HAM,Abu Dhabi Grand Prix,MEDIUM,24.0,55.0,0,16.5,88.796
HAM,Abu Dhabi Grand Prix,MEDIUM,25.0,56.0,0,14.799999999999997,89.623
HAM,Abu Dhabi Grand Prix,MEDIUM,26.0,57.0,0,13.100000000000009,89.022
HAM,Abu Dhabi Grand Prix,MEDIUM,27.0,58.0,0,11.400000000000006,89.511
HUL,Abu Dhabi Grand Prix,SOFT,2.0,2.0,0,106.6,91.813
HUL,Abu Dhabi Grand Prix,SOFT,3.0,3.0,0,104.9,90.515
HUL,Abu Dhabi Grand Prix,SOFT,4.0,4.0,0,103.2,90.573
HUL,Abu Dhabi Grand Prix,SOFT,5.0,5.0,0,101.5,90.776
HUL,Abu Dhabi Grand Prix,SOFT,6.0,6.0,0,99.8,90.255
HUL,Abu Dhabi Grand Prix,SOFT,7.0,7.0,0,98.1,91.972
HUL,Abu Dhabi Grand Prix,HARD,2.0,9.0,0,94.7,88.442
HUL,Abu Dhabi Grand Prix,HARD,3.0,10.0,0,93.0,89.003
HUL,Abu Dhabi Grand Prix,HARD,4.0,11.0,0,91.3,89.418
HUL,Abu Dhabi Grand Prix,HARD,5.0,12.0,0,89.6,89.164
HUL,Abu Dhabi Grand Prix,HARD,6.0,13.0,0,87.9,89.436
HUL,Abu Dhabi Grand Prix,HARD,7.0,14.0,0,86.2,89.478
HUL,Abu Dhabi Grand Prix,HARD,8.0,15.0,0,84.5,89.488
HUL,Abu Dhabi Grand Prix,HARD,9.0,16.0,0,82.8,89.202
HUL,Abu Dhabi Grand Prix,HARD,10.0,17.0,0,81.1,89.144
HUL,Abu Dhabi Grand Prix,HARD,11.0,18.0,0,79.4,89.601
HUL,Abu Dhabi Grand Prix,HARD,12.0,19.0,0,77.7,89.736
HUL,Abu Dhabi Grand Prix,HARD,13.0,20.0,0,76.0,90.485
HUL,Abu Dhabi Grand Prix,HARD,14.0,21.0,0,74.30000000000001,91.706
HUL,Abu Dhabi Grand Prix,HARD,15.0,22.0,0,72.6,90.732
HUL,Abu Dhabi Grand Prix,HARD,16.0,23.0,0,70.9,90.908
HUL,Abu Dhabi Grand Prix,HARD,17.0,24.0,0,69.2,91.273
HUL,Abu Dhabi Grand Prix,HARD,18.0,25.0,0,67.5,90.113
HUL,Abu Dhabi Grand Prix,HARD,19.0,26.0,0,65.80000000000001,89.979
HUL,Abu Dhabi Grand Prix,HARD,20.0,27.0,0,64.1,90.353
HUL,Abu Dhabi Grand Prix,HARD,21.0,28.0,0,62.4,90.575
HUL,Abu Dhabi Grand Prix,HARD,22.0,29.0,0,60.7,90.573
HUL,Abu Dhabi Grand Prix,HARD,23.0,30.0,0,59.0,90.519
HUL,Abu Dhabi Grand Prix,HARD,24.0,31.0,0,57.300000000000004,91.724
HUL,Abu Dhabi Grand Prix,HARD,25.0,32.0,0,55.6,90.152
HUL,Abu Dhabi Grand Prix,HARD,26.0,33.0,0,53.9,90.907
HUL,Abu Dhabi Grand Prix,HARD,27.0,34.0,0,52.2,90.063
HUL,Abu Dhabi Grand Prix,HARD,28.0,35.0,0,50.5,89.611
HUL,Abu Dhabi Grand Prix,HARD,29.0,36.0,0,48.800000000000004,89.383
HUL,Abu Dhabi Grand Prix,HARD,30.0,37.0,0,47.1,89.423
HUL,Abu Dhabi Grand Prix,HARD,31.0,38.0,0,45.400000000000006,89.693
HUL,Abu Dhabi Grand Prix,HARD,32.0,39.0,0,43.7,89.822
HUL,Abu Dhabi Grand Prix,HARD,33.0,40.0,0,42.0,89.96
HUL,Abu Dhabi Grand Prix,HARD,34.0,41.0,0,40.3,90.223
HUL,Abu Dhabi Grand Prix,HARD,35.0,42.0,0,38.60000000000001,92.159
HUL,Abu Dhabi Grand Prix,MEDIUM,2.0,44.0,0,35.2,87.172
HUL,Abu Dhabi Grand Prix,MEDIUM,3.0,45.0,0,33.5,87.574
HUL,Abu Dhabi Grand Prix,MEDIUM,4.0,46.0,0,31.799999999999997,87.05
HUL,Abu Dhabi Grand Prix,MEDIUM,5.0,47.0,0,30.10000000000001,87.541
HUL,Abu Dhabi Grand Prix,MEDIUM,6.0,48.0,0,28.400000000000006,87.831
HUL,Abu Dhabi Grand Prix,MEDIUM,7.0,49.0,0,26.700000000000003,89.021
HUL,Abu Dhabi Grand Prix,MEDIUM,8.0,50.0,0,25.0,87.977
HUL,Abu Dhabi Grand Prix,MEDIUM,9.0,51.0,0,23.299999999999997,88.244
HUL,Abu Dhabi Grand Prix,MEDIUM,10.0,52.0,0,21.60000000000001,87.742
HUL,Abu Dhabi Grand Prix,MEDIUM,11.0,53.0,0,19.900000000000006,88.41
HUL,Abu Dhabi Grand Prix,MEDIUM,12.0,54.0,0,18.200000000000003,88.379
HUL,Abu Dhabi Grand Prix,MEDIUM,13.0,55.0,0,16.5,88.053
HUL,Abu Dhabi Grand Prix,MEDIUM,14.0,56.0,0,14.799999999999997,89.054
HUL,Abu Dhabi Grand Prix,MEDIUM,15.0,57.0,0,13.100000000000009,89.171
HUL,Abu Dhabi Grand Prix,MEDIUM,16.0,58.0,0,11.400000000000006,88.107
STR,Abu Dhabi Grand Prix,HARD,3.0,2.0,0,106.6,91.582
STR,Abu Dhabi Grand Prix,HARD,4.0,3.0,0,104.9,90.319
STR,Abu Dhabi Grand Prix,HARD,5.0,4.0,0,103.2,90.773
STR,Abu Dhabi Grand Prix,HARD,6.0,5.0,0,101.5,90.458
STR,Abu Dhabi Grand Prix,HARD,7.0,6.0,0,99.8,90.188
STR,Abu Dhabi Grand Prix,HARD,8.0,7.0,0,98.1,90.392
STR,Abu Dhabi Grand Prix,HARD,9.0,8.0,0,96.4,90.439
STR,Abu Dhabi Grand Prix,HARD,10.0,9.0,0,94.7,89.719
STR,Abu Dhabi Grand Prix,HARD,11.0,10.0,0,93.0,90.275
STR,Abu Dhabi Grand Prix,HARD,12.0,11.0,0,91.3,90.699
STR,Abu Dhabi Grand Prix,HARD,13.0,12.0,0,89.6,91.17
STR,Abu Dhabi Grand Prix,HARD,14.0,13.0,0,87.9,91.153
STR,Abu Dhabi Grand Prix,HARD,15.0,14.0,0,86.2,90.914
STR,Abu Dhabi Grand Prix,HARD,16.0,15.0,0,84.5,90.931
STR,Abu Dhabi Grand Prix,HARD,17.0,16.0,0,82.8,90.384
STR,Abu Dhabi Grand Prix,HARD,18.0,17.0,0,81.1,90.914
STR,Abu Dhabi Grand Prix,HARD,19.0,18.0,0,79.4,91.423
STR,Abu Dhabi Grand Prix,HARD,20.0,19.0,0,77.7,91.8
STR,Abu Dhabi Grand Prix,HARD,21.0,20.0,0,76.0,91.779
STR,Abu Dhabi Grand Prix,HARD,22.0,21.0,0,74.30000000000001,92.002
STR,Abu Dhabi Grand Prix,HARD,23.0,22.0,0,72.6,90.668
STR,Abu Dhabi Grand Prix,HARD,24.0,23.0,0,70.9,89.973
STR,Abu Dhabi Grand Prix,HARD,25.0,24.0,0,69.2,89.972
STR,Abu Dhabi Grand Prix,HARD,26.0,25.0,0,67.5,89.854
STR,Abu Dhabi Grand Prix,HARD,27.0,26.0,0,65.80000000000001,89.788
STR,Abu Dhabi Grand Prix,HARD,28.0,27.0,0,64.1,89.987
STR,Abu Dhabi Grand Prix,HARD,29.0,28.0,0,62.4,89.86
STR,Abu Dhabi Grand Prix,HARD,30.0,29.0,0,60.7,89.926
STR,Abu Dhabi Grand Prix,HARD,31.0,30.0,0,59.0,90.175
STR,Abu Dhabi Grand Prix,HARD,32.0,31.0,0,57.300000000000004,89.958
STR,Abu Dhabi Grand Prix,HARD,33.0,32.0,0,55.6,90.239
STR,Abu Dhabi Grand Prix,HARD,34.0,33.0,0,53.9,89.972
STR,Abu Dhabi Grand Prix,HARD,35.0,34.0,0,52.2,89.826
STR,Abu Dhabi Grand Prix,HARD,36.0,35.0,0,50.5,90.004
STR,Abu Dhabi Grand Prix,HARD,37.0,36.0,0,48.800000000000004,90.003
STR,Abu Dhabi Grand Prix,HARD,38.0,37.0,0,47.1,89.84
STR,Abu Dhabi Grand Prix,HARD,39.0,38.0,0,45.400000000000006,89.985
STR,Abu Dhabi Grand Prix,HARD,40.0,39.0,0,43.7,90.218
STR,Abu Dhabi Grand Prix,HARD,41.0,40.0,0,42.0,90.278
STR,Abu Dhabi Grand Prix,HARD,42.0,41.0,0,40.3,90.029
STR,Abu Dhabi Grand Prix,HARD,43.0,42.0,0,38.60000000000001,92.323
STR,Abu Dhabi Grand Prix,MEDIUM,3.0,44.0,0,35.2,87.918
STR,Abu Dhabi Grand Prix,MEDIUM,4.0,45.0,0,33.5,88.113
STR,Abu Dhabi Grand Prix,MEDIUM,5.0,46.0,0,31.799999999999997,88.288
STR,Abu Dhabi Grand Prix,MEDIUM,6.0,47.0,0,30.10000000000001,87.743
STR,Abu Dhabi Grand Prix,MEDIUM,7.0,48.0,0,28.400000000000006,88.427
STR,Abu Dhabi Grand Prix,MEDIUM,8.0,49.0,0,26.700000000000003,87.949
STR,Abu Dhabi Grand Prix,MEDIUM,9.0,50.0,0,25.0,88.065
STR,Abu Dhabi Grand Prix,MEDIUM,10.0,51.0,0,23.299999999999997,87.839
STR,Abu Dhabi Grand Prix,MEDIUM,11.0,52.0,0,21.60000000000001,87.626
STR,Abu Dhabi Grand Prix,MEDIUM,12.0,53.0,0,19.900000000000006,88.658
